Vulnerabilities,Artifacts,VUL_Functions
CVE-2011-5062,org.apache.tomcat:tomcat-catalina:7.0.8,"org.apache.catalina.authenticator.DigestAuthenticator:generateNOnce(org.apache.catalina.connector.Request);org.apache.catalina.authenticator.DigestAuthenticator:findPrincipal(org.apache.catalina.connector.Request,java.lang.String,org.apache.catalina.Realm);org.apache.catalina.realm.RealmBase:authenticate(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String);org.apache.catalina.authenticator.DigestAuthenticator:findPrincipal(org.apache.catalina.connector.Request,java.lang.String,org.apache.catalina.Realm);org.apache.catalina.authenticator.DigestAuthenticator:parseUsername(java.lang.String);org.apache.catalina.authenticator.DigestAuthenticator:authenticate(org.apache.catalina.connector.Request,javax.servlet.http.HttpServletResponse,org.apache.catalina.deploy.LoginConfig);org.apache.catalina.authenticator.DigestAuthenticator:parseUsername(java.lang.String);org.apache.catalina.authenticator.DigestAuthenticator:setAuthenticateHeader(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.catalina.deploy.LoginConfig,java.lang.String);org.apache.catalina.realm.RealmBase:authenticate(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String);org.apache.catalina.authenticator.DigestAuthenticator:generateNOnce(org.apache.catalina.connector.Request)"
CVE-2021-25640,org.apache.dubbo:dubbo-common:2.7.8,org.apache.dubbo.common.URL:valueOf(java.lang.String)
CVE-2022-24197,com.itextpdf:io:7.1.15,"com.itextpdf.io.source.OutputStream:reset();com.itextpdf.io.source.OutputStream:writeFloat(float);com.itextpdf.io.source.ByteArrayOutputStream:assignBytes(byte[],int);com.itextpdf.io.source.OutputStream:writeFloats(float[]);com.itextpdf.io.source.OutputStream:writeDouble(double);com.itextpdf.io.codec.Base64$OutputStream:close()"
CVE-2020-36319,com.vaadin:flow-server:3.0.0,com.vaadin.flow.server.connect.VaadinConnectController:getDefaultObjectMapper(org.springframework.context.ApplicationContext)
CVE-2018-8018,org.apache.ignite:ignite-core:2.3.0,"org.apache.ignite.internal.IgniteKernal:start(org.apache.ignite.configuration.IgniteConfiguration,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,org.apache.ignite.internal.util.StripedExecutor,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,org.apache.ignite.internal.util.StripedExecutor,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,org.apache.ignite.thread.IgniteStripedThreadPoolExecutor,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,java.util.Map,org.apache.ignite.internal.util.lang.GridAbsClosure);org.apache.ignite.internal.client.marshaller.jdk.GridClientJdkMarshaller:unmarshal(byte[]);org.apache.ignite.internal.processors.rest.protocols.tcp.GridTcpRestProtocol:onKernalStart();org.apache.ignite.internal.client.router.impl.GridTcpRouterNioListenerAdapter:<init>(org.apache.ignite.IgniteLogger,org.apache.ignite.internal.client.router.impl.GridRouterClientImpl)"
CVE-2012-0047,org.apache.wicket:wicket:1.4.17,org.apache.wicket.markup.html.pages.BrowserInfoPage:initComps()
CVE-2017-7674,org.apache.tomcat:tomcat-catalina:8.0.32,"org.apache.catalina.filters.CorsFilter:handleSimpleCORS(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,javax.servlet.FilterChain)"
CVE-2020-11612,io.netty:netty-codec:4.1.5.Final,"io.netty.handler.codec.compression.JZlibDecoder:<init>(io.netty.handler.codec.compression.ZlibWrapper);io.netty.handler.codec.compression.JdkZlibDecoder:<init>(io.netty.handler.codec.compression.ZlibWrapper);io.netty.handler.codec.compression.JZlibDecoder:decode(io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf,java.util.List);io.netty.handler.codec.compression.JZlibDecoder:<init>(byte[]);io.netty.handler.codec.compression.JdkZlibDecoder:<init>();io.netty.handler.codec.compression.JdkZlibDecoder:decode(io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf,java.util.List);io.netty.handler.codec.compression.JdkZlibDecoder:<init>(byte[]);io.netty.handler.codec.compression.JZlibDecoder:<init>()"
CVE-2020-5397,org.springframework:spring-web:5.2.2.RELEASE,org.springframework.web.cors.reactive.CorsUtils:isSameOrigin(org.springframework.http.server.reactive.ServerHttpRequest);org.springframework.web.cors.reactive.CorsUtils:isPreFlightRequest(org.springframework.http.server.reactive.ServerHttpRequest)
CVE-2021-29425,commons-io:commons-io:2.4,org.apache.commons.io.FilenameUtils:getPrefixLength(java.lang.String)
CVE-2010-1330,org.jruby.jcodings:jcodings:1.0.1,"org.jcodings.specific.NonStrictUTF8Encoding:<init>();org.jcodings.specific.NonStrictUTF8Encoding:length(byte[],int,int)"
CVE-2019-0199,org.apache.tomcat:tomcat-coyote:8.5.20,"org.apache.coyote.http2.Http2UpgradeHandler:close();org.apache.coyote.http2.Stream$StreamInputBuffer:doRead(org.apache.tomcat.util.net.ApplicationBufferHandler);org.apache.coyote.http2.Stream:reserveWindowSize(int,boolean)"
CVE-2012-6092,org.apache.activemq:activemq-web:5.6.0,"org.apache.activemq.web.PortfolioPublishServlet:doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)"
CVE-2020-1928,org.apache.nifi:nifi-web-api:1.10.0,"org.apache.nifi.web.api.ProcessGroupResource:uploadTemplate(javax.servlet.http.HttpServletRequest,javax.ws.rs.core.UriInfo,java.lang.String,java.lang.Boolean,java.io.InputStream);org.apache.nifi.web.api.ProcessGroupResource:importTemplate(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.nifi.web.api.entity.TemplateEntity);org.apache.nifi.web.api.ProcessGroupResource:isProcessorActionComplete(java.util.Set,org.apache.nifi.registry.variable.VariableRegistryUpdateRequest,java.util.Set,org.apache.nifi.controller.ScheduledState)"
CVE-2017-2582,org.keycloak:keycloak-saml-core:2.5.0.Final,org.keycloak.saml.common.util.StaxParserUtil:getElementText(javax.xml.stream.XMLEventReader);org.keycloak.saml.common.util.StaxParserUtil:getAttributeValue(javax.xml.stream.events.Attribute)
CVE-2015-2156,io.netty:netty-codec-http:4.1.0.Beta4,"io.netty.handler.codec.http.DefaultCookie:validateValue(java.lang.String,java.lang.String);io.netty.handler.codec.http.DefaultCookie:getValue();io.netty.handler.codec.http.DefaultCookie:<init>(java.lang.String,java.lang.String);io.netty.handler.codec.http.DefaultCookie:getDomain();io.netty.handler.codec.http.ServerCookieDecoder:<init>();io.netty.handler.codec.http.CookieEncoderUtil:stripTrailingSeparatorOrNull(java.lang.StringBuilder);io.netty.handler.codec.http.DefaultCookie:getComment();io.netty.handler.codec.http.CookieEncoderUtil:stripTrailingSeparatorOrNull(java.lang.StringBuilder);io.netty.handler.codec.http.HttpHeaderDateFormat:get();io.netty.handler.codec.http.DefaultCookie:setPorts(java.lang.Iterable);io.netty.handler.codec.http.ServerCookieDecoder:decode(java.lang.String);io.netty.handler.codec.http.DefaultCookie:setDomain(java.lang.String);io.netty.handler.codec.http.DefaultCookie:setSecure(boolean);io.netty.handler.codec.http.ClientCookieEncoder:encode(java.lang.String,java.lang.String);io.netty.handler.codec.http.DefaultCookie:ports();io.netty.handler.codec.http.ClientCookieEncoder:encode(java.lang.Iterable);io.netty.handler.codec.http.DefaultCookie:isSecure();io.netty.handler.codec.http.DefaultCookie:isHttpOnly();io.netty.handler.codec.http.DefaultCookie:setHttpOnly(boolean);io.netty.handler.codec.http.DefaultCookie:compareTo(io.netty.handler.codec.http.Cookie);io.netty.handler.codec.http.DefaultCookie:getName();io.netty.handler.codec.http.CookieEncoderUtil:<init>();io.netty.handler.codec.http.DefaultCookie:toString();io.netty.handler.codec.http.ClientCookieDecoder$CookieBuilder:mergeMaxAgeAndExpire(long,java.lang.String);io.netty.handler.codec.http.DefaultCookie:getPath();io.netty.handler.codec.http.ClientCookieEncoder:encode(io.netty.handler.codec.http.Cookie);io.netty.handler.codec.http.DefaultCookie:equals(java.lang.Object);io.netty.handler.codec.http.CookieEncoderUtil:stringBuilder();io.netty.handler.codec.http.CookieEncoderUtil:addQuoted(java.lang.StringBuilder,java.lang.String,java.lang.String);io.netty.handler.codec.http.ClientCookieEncoder:encode(java.lang.StringBuilder,io.netty.handler.codec.http.Cookie);io.netty.handler.codec.http.CookieEncoderUtil:addUnquoted(java.lang.StringBuilder,java.lang.String,java.lang.String);io.netty.handler.codec.http.ServerCookieEncoder:encode(io.netty.handler.codec.http.Cookie);io.netty.handler.codec.http.DefaultCookie:setPath(java.lang.String);io.netty.handler.codec.http.ClientCookieDecoder$CookieBuilder:setMaxAge(java.lang.String);io.netty.handler.codec.http.CookieDecoder:decode(java.lang.String);io.netty.handler.codec.http.DefaultCookie:setValue(java.lang.String);io.netty.handler.codec.http.DefaultCookie:getMaxAge();io.netty.handler.codec.http.CookieEncoderUtil:add(java.lang.StringBuilder,java.lang.String,java.lang.String);io.netty.handler.codec.http.CookieEncoderUtil:add(java.lang.StringBuilder,java.lang.String,long);io.netty.handler.codec.http.DefaultCookie:hashCode();io.netty.handler.codec.http.DefaultCookie:getVersion()"
CVE-2019-12402,org.apache.commons:commons-compress:1.18,org.apache.commons.compress.archivers.zip.NioZipEncoding:encode(java.lang.String)
CVE-2018-25007,com.vaadin:flow-server:1.0.5,"com.vaadin.flow.internal.nodefeature.ElementPropertyMap:deferredUpdateFromClient(java.lang.String,java.io.Serializable)"
CVE-2018-8009,org.apache.hadoop:hadoop-common:2.7.2,"org.apache.hadoop.fs.FileUtil:unpackEntries(org.apache.commons.compress.archivers.tar.TarArchiveInputStream,org.apache.commons.compress.archivers.tar.TarArchiveEntry,java.io.File);org.apache.hadoop.fs.FileUtil:unZip(java.io.File,java.io.File);org.apache.hadoop.util.RunJar:unJar(java.io.File,java.io.File,java.util.regex.Pattern)"
CVE-2018-1305,org.apache.tomcat:tomcat-catalina:9.0.56,"org.apache.catalina.authenticator.AuthenticatorBase:invoke(org.apache.catalina.connector.Request,org.apache.catalina.connector.Response);org.apache.catalina.core.StandardContext:addServletSecurity(javax.servlet.ServletRegistration$Dynamic,javax.servlet.ServletSecurityElement);org.apache.catalina.core.ApplicationServletRegistration:setServletSecurity(javax.servlet.ServletSecurityElement);org.apache.catalina.core.ApplicationContext:addServlet(java.lang.String,java.lang.String,javax.servlet.Servlet,java.util.Map);org.apache.catalina.startup.ContextConfig:authenticatorConfig();org.apache.catalina.startup.WebAnnotationSet:loadApplicationServletAnnotations(org.apache.catalina.Context);org.apache.catalina.core.StandardWrapper:loadServlet();org.apache.catalina.startup.Tomcat$FixContextListener:lifecycleEvent(org.apache.catalina.LifecycleEvent)"
CVE-2014-0112,org.apache.struts.xwork:xwork-core:2.3.16.3,com.opensymphony.xwork2.interceptor.ParametersInterceptor:setExcludeParams(java.lang.String)
CVE-2018-8017,org.apache.tika:tika-parsers:1.3,"org.apache.tika.parser.iptc.IptcAnpaParser:parseFooter(byte[],java.util.HashMap);org.apache.tika.parser.iptc.IptcAnpaParser:parseBody(byte[],java.util.HashMap)"
CVE-2018-12036,org.owasp:dependency-check-core:1.4.5,"org.owasp.dependencycheck.analyzer.ArchiveAnalyzer:extractFiles(java.io.File,java.io.File,org.owasp.dependencycheck.Engine);org.owasp.dependencycheck.utils.ExtractionUtil:extractFilesUsingFilter(java.io.File,java.io.File,java.io.FilenameFilter);org.owasp.dependencycheck.utils.ExtractionUtil:extractFile(org.apache.commons.compress.archivers.ArchiveInputStream,java.io.File,java.io.FilenameFilter,org.apache.commons.compress.archivers.ArchiveEntry);org.owasp.dependencycheck.utils.ExtractionUtil:extractFiles(java.io.File,java.io.File,org.owasp.dependencycheck.Engine);org.owasp.dependencycheck.analyzer.ArchiveAnalyzer:extractArchive(org.apache.commons.compress.archivers.ArchiveInputStream,java.io.File,org.owasp.dependencycheck.Engine);org.owasp.dependencycheck.utils.ExtractionUtil:extractArchive(org.apache.commons.compress.archivers.ArchiveInputStream,java.io.File,java.io.FilenameFilter)"
CVE-2018-1257,org.springframework:spring-messaging:4.3.14.RELEASE,"org.springframework.messaging.simp.broker.DefaultSubscriptionRegistry:setSelectorHeaderName(java.lang.String);org.springframework.messaging.simp.broker.DefaultSubscriptionRegistry:addSubscriptionInternal(java.lang.String,java.lang.String,java.lang.String,org.springframework.messaging.Message);org.springframework.messaging.simp.broker.SimpleBrokerMessageHandler:setSubscriptionRegistry(org.springframework.messaging.simp.broker.SubscriptionRegistry);org.springframework.messaging.simp.config.SimpleBrokerRegistration:getMessageHandler(org.springframework.messaging.SubscribableChannel)"
CVE-2021-39151,com.thoughtworks.xstream:xstream:1.4.11.1,"com.thoughtworks.xstream.XStream:setupSecurity();com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.XStream:setupDefaultSecurity(com.thoughtworks.xstream.XStream);com.thoughtworks.xstream.XStream:readResolve();com.thoughtworks.xstream.XStreamer:fromXML(com.thoughtworks.xstream.io.HierarchicalStreamDriver,java.io.Reader,com.thoughtworks.xstream.security.TypePermission[]);com.thoughtworks.xstream.XStream:addPermission(com.thoughtworks.xstream.security.TypePermission);com.thoughtworks.xstream.XStreamer:toXML(com.thoughtworks.xstream.XStream,java.lang.Object,java.io.Writer)"
CVE-2017-7660,org.apache.solr:solr-core:6.4.2,org.apache.solr.security.PKIAuthenticationPlugin:getRemotePublicKey(java.lang.String)
CVE-2021-43859,com.thoughtworks.xstream:xstream:1.3.1,"com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.core.TreeUnmarshaller:convertAnother(java.lang.Object,java.lang.Class,com.thoughtworks.xstream.converters.Converter)"
CVE-2021-28164,org.eclipse.jetty:jetty-server:9.4.38.v20210224,org.eclipse.jetty.server.Request:setMetaData(org.eclipse.jetty.http.MetaData$Request)
CVE-2017-4971,org.springframework.webflow:spring-webflow:2.4.4.RELEASE,"org.springframework.webflow.mvc.view.AbstractMvcView:addEmptyValueMapping(org.springframework.binding.mapping.impl.DefaultMapper,java.lang.String,java.lang.Object)"
CVE-2017-17485,com.fasterxml.jackson.core:jackson-databind:2.9.0,"com.fasterxml.jackson.databind.deser.BeanDeserializerFactory:checkIllegalTypes(com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.JavaType,com.fasterxml.jackson.databind.BeanDescription);com.fasterxml.jackson.databind.deser.BeanDeserializerFactory:createBeanDeserializer(com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.JavaType,com.fasterxml.jackson.databind.BeanDescription)"
CVE-2012-5886,tomcat:catalina:5.5.23,"org.apache.catalina.authenticator.DigestAuthenticator:authenticate(org.apache.catalina.connector.Request,org.apache.catalina.connector.Response,org.apache.catalina.deploy.LoginConfig);org.apache.catalina.authenticator.DigestAuthenticator:<init>();org.apache.catalina.authenticator.DigestAuthenticator:removeQuotes(java.lang.String,boolean)"
CVE-2016-4430,org.apache.struts.xwork:xwork-core:2.3.20,"com.opensymphony.xwork2.DefaultActionInvocation:invokeAction(java.lang.Object,com.opensymphony.xwork2.config.entities.ActionConfig);com.opensymphony.xwork2.ognl.OgnlUtil:setValue(java.lang.String,java.util.Map,java.lang.Object,java.lang.Object)"
CVE-2016-4436,org.apache.struts:struts2-core:2.3.16.3,org.apache.struts2.dispatcher.mapper.DefaultActionMapper:cleanupActionName(java.lang.String)
CVE-2014-0054,org.springframework:spring-oxm:3.0.5.RELEASE,"org.springframework.oxm.jibx.JibxMarshaller:transformAndMarshal(java.lang.Object,javax.xml.transform.Result);org.springframework.oxm.support.AbstractMarshaller:createXmlReader();org.springframework.oxm.support.AbstractMarshaller:unmarshal(javax.xml.transform.Source);org.springframework.oxm.jibx.JibxMarshaller:unmarshalDomNode(org.w3c.dom.Node);org.springframework.oxm.jibx.JibxMarshaller:unmarshalSaxReader(org.xml.sax.XMLReader,org.xml.sax.InputSource);org.springframework.oxm.jibx.JibxMarshaller:transformAndUnmarshal(javax.xml.transform.Source)"
CVE-2018-14627,org.wildfly:wildfly-iiop-openjdk:14.0.0.Final,"org.wildfly.iiop.openjdk.IIOPTransformers:registerTransformers(org.jboss.as.controller.transform.SubsystemTransformerRegistration);org.wildfly.iiop.openjdk.service.CorbaPOAService:createPolicies(org.omg.PortableServer.POA);org.wildfly.iiop.openjdk.service.CorbaORBService:start(org.jboss.msc.service.StartContext);org.wildfly.iiop.openjdk.IIOPExtension:initialize(org.jboss.as.controller.ExtensionContext);org.wildfly.iiop.openjdk.IIOPSubsystemAdd:launchServices(org.jboss.as.controller.OperationContext,org.jboss.dmr.ModelNode);org.wildfly.iiop.openjdk.IIOPExtension:initializeParsers(org.jboss.as.controller.parsing.ExtensionParsingContext)"
CVE-2016-4800,org.eclipse.jetty:jetty-util:9.3.8.v20160314,"org.eclipse.jetty.util.resource.PathResource:<init>(java.nio.file.Path);org.eclipse.jetty.util.resource.FileResource:getURI();org.eclipse.jetty.util.resource.FileResource:<init>(java.io.File);org.eclipse.jetty.util.resource.FileResource:getURL();org.eclipse.jetty.util.resource.FileResource:hashCode();org.eclipse.jetty.util.resource.FileResource:copyTo(java.io.File);org.eclipse.jetty.util.resource.FileResource:checkFileAlias(java.io.File);org.eclipse.jetty.util.resource.PathResource:<init>(java.net.URI);org.eclipse.jetty.util.resource.FileResource:<init>(java.net.URL);org.eclipse.jetty.util.resource.FileResource:renameTo(org.eclipse.jetty.util.resource.Resource);org.eclipse.jetty.util.resource.FileResource:normalizeURI(java.io.File,java.net.URI);org.eclipse.jetty.util.resource.PathResource:checkAliasPath(java.nio.file.Path);org.eclipse.jetty.util.resource.PathResource:addPath(java.lang.String);org.eclipse.jetty.util.resource.FileResource:toString();org.eclipse.jetty.util.resource.FileResource:list();org.eclipse.jetty.util.resource.FileResource:<init>(java.net.URI);org.eclipse.jetty.util.resource.FileResource:delete();org.eclipse.jetty.util.resource.FileResource:isDirectory();org.eclipse.jetty.util.resource.FileResource:addPath(java.lang.String)"
CVE-2016-9589,io.undertow:undertow-core:1.4.4.Final,"io.undertow.server.protocol.http.HttpRequestParser:handleHeaderValue(java.nio.ByteBuffer,io.undertow.server.protocol.http.ParseState,io.undertow.server.HttpServerExchange);io.undertow.server.protocol.http.HttpRequestParser:handleHeaderValueCacheMiss(java.nio.ByteBuffer,io.undertow.server.protocol.http.ParseState,io.undertow.server.HttpServerExchange,io.undertow.util.HttpString,java.util.HashMap,java.lang.StringBuilder);io.undertow.server.protocol.http.HttpRequestParser:<init>(org.xnio.OptionMap);io.undertow.client.http.ResponseParseState:<init>();io.undertow.server.protocol.http.HttpReadListener:<init>(io.undertow.server.protocol.http.HttpServerConnection,io.undertow.server.protocol.http.HttpRequestParser,io.undertow.server.ConnectorStatisticsImpl)"
CVE-2016-2162,org.apache.struts.xwork:xwork-core:2.3.16.3,com.opensymphony.xwork2.interceptor.I18nInterceptor:getLocaleFromParam(java.lang.Object);com.opensymphony.xwork2.interceptor.I18nInterceptor:getLocaleFromParam(java.lang.Object)
CVE-2015-4165,org.elasticsearch:elasticsearch:1.5.2,"org.elasticsearch.env.Environment:<init>(org.elasticsearch.common.settings.Settings);org.elasticsearch.repositories.fs.FsRepository:<init>(org.elasticsearch.repositories.RepositoryName,org.elasticsearch.repositories.RepositorySettings,org.elasticsearch.index.snapshots.IndexShardRepository)"
CVE-2018-1000850,com.squareup.retrofit2:retrofit:2.3.0,"retrofit2.RequestBuilder:addPathParam(java.lang.String,java.lang.String,boolean)"
CVE-2013-6468,org.drools:drools-workbench-models-test-scenarios:6.0.0.CR1,"org.drools.workbench.models.testscenarios.backend.populators.CollectionFieldPopulator:populate(java.util.Map);org.drools.workbench.models.testscenarios.backend.executors.MethodExecutor:executeMethod(org.drools.workbench.models.testscenarios.shared.CallMethod);org.drools.workbench.models.testscenarios.backend.populators.EnumFieldPopulator:populate(java.util.Map);org.drools.workbench.models.testscenarios.backend.populators.FieldPopulator:populateField(java.lang.Object,java.util.Map);org.drools.workbench.models.testscenarios.backend.populators.ExpressionFieldPopulator:populate(java.util.Map);org.drools.workbench.models.testscenarios.backend.verifiers.FactFieldValueVerifier:getExpectedResult()"
CVE-2018-14658,org.keycloak:keycloak-services:3.4.3.Final,"org.keycloak.protocol.oidc.utils.RedirectUtils:verifyRedirectUri(javax.ws.rs.core.UriInfo,java.lang.String,java.lang.String,org.keycloak.models.RealmModel,java.util.Set,boolean)"
CVE-2018-18240,ro.pippo:pippo-session:1.11.0,ro.pippo.session.SerializationSessionDataTranscoder:decode(java.lang.String)
CVE-2021-21351,com.thoughtworks.xstream:xstream:1.4.11.1,com.thoughtworks.xstream.mapper.ImmutableTypesMapper:isReferenceable(java.lang.Class)
CVE-2014-3574,org.apache.poi:poi-ooxml:3.9,"org.apache.poi.xssf.extractor.XSSFExportToXml:getEmptyDocument();org.apache.poi.xssf.extractor.XSSFImportFromXML:importFromXML(java.lang.String);org.apache.poi.POIXMLDocument:<init>(org.apache.poi.openxml4j.opc.OPCPackage);org.apache.poi.openxml4j.opc.internal.ContentTypeManager:parseContentTypesFile(java.io.InputStream);org.apache.poi.xssf.eventusermodel.ReadOnlySharedStringsTable:readFrom(java.io.InputStream);org.apache.poi.openxml4j.opc.PackageRelationshipCollection:parseRelationshipsPart(org.apache.poi.openxml4j.opc.PackagePart);org.apache.poi.xssf.extractor.XSSFExportToXml:exportToXML(java.io.OutputStream,java.lang.String,boolean);org.apache.poi.openxml4j.opc.internal.unmarshallers.PackagePropertiesUnmarshaller:unmarshall(org.apache.poi.openxml4j.opc.internal.unmarshallers.UnmarshallContext,java.io.InputStream);org.apache.poi.xssf.extractor.XSSFEventBasedExcelExtractor:processSheet(org.apache.poi.xssf.eventusermodel.XSSFSheetXMLHandler$SheetContentsHandler,org.apache.poi.xssf.model.StylesTable,org.apache.poi.xssf.eventusermodel.ReadOnlySharedStringsTable,java.io.InputStream)"
CVE-2013-2055,org.apache.wicket:wicket-core:6.7.0,org.apache.wicket.markup.html.PackageResourceGuard:acceptAbsolutePath(java.lang.String)
CVE-2021-21295,io.netty:netty-codec-http2:4.1.52.Final,"io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder$FrameReadListener:onDataRead(io.netty.channel.ChannelHandlerContext,int,io.netty.buffer.ByteBuf,int,boolean);io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder$FrameReadListener:onHeadersRead(io.netty.channel.ChannelHandlerContext,int,io.netty.handler.codec.http2.Http2Headers,int,short,boolean,int,boolean);io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder:<init>(io.netty.handler.codec.http2.Http2Connection,io.netty.handler.codec.http2.Http2ConnectionEncoder,io.netty.handler.codec.http2.Http2FrameReader,io.netty.handler.codec.http2.Http2PromisedRequestVerifier,boolean,boolean)"
CVE-2017-15718,org.apache.hadoop:hadoop-yarn-server-nodemanager:2.7.2,"org.apache.hadoop.yarn.server.nodemanager.LinuxContainerExecutor:launchContainer(org.apache.hadoop.yarn.server.nodemanager.containermanager.container.Container,org.apache.hadoop.fs.Path,org.apache.hadoop.fs.Path,java.lang.String,java.lang.String,org.apache.hadoop.fs.Path,java.util.List,java.util.List);org.apache.hadoop.yarn.server.nodemanager.LinuxContainerExecutor:startLocalizer(org.apache.hadoop.fs.Path,java.net.InetSocketAddress,java.lang.String,java.lang.String,java.lang.String,org.apache.hadoop.yarn.server.nodemanager.LocalDirsHandlerService)"
CVE-2020-27216,org.eclipse.jetty:jetty-http:9.4.31.v20200723,org.eclipse.jetty.http.MultiPartFormInputStream:setDeleteOnExit(boolean);org.eclipse.jetty.http.MultiPartFormInputStream$MultiPart:createFile();org.eclipse.jetty.http.MultiPartFormInputStream:isDeleteOnExit()
CVE-2019-9827,io.hawt:hawtio-system:1.4.55,"io.hawt.web.ProxyServlet:destroy();io.hawt.web.ProxyServlet:service(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);io.hawt.web.ProxyServlet:init(javax.servlet.ServletConfig);io.hawt.web.ProxyServlet:parseProxyAddress(javax.servlet.http.HttpServletRequest)"
CVE-2015-2944,org.apache.sling:org.apache.sling.api:2.1.0,"org.apache.sling.api.servlets.HtmlResponse:send(javax.servlet.http.HttpServletResponse,boolean)"
CVE-2014-0168,org.jolokia:jolokia-core:1.2.0,"org.jolokia.restrictor.policy.CorsChecker:check(java.lang.String);org.jolokia.http.HttpRequestHandler:handleCorsPreflightRequest(java.lang.String,java.lang.String);org.jolokia.http.AgentServlet:handle(org.jolokia.http.AgentServlet$ServletRequestHandler,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.jolokia.restrictor.policy.CorsChecker:<init>(org.w3c.dom.Document);org.jolokia.restrictor.PolicyRestrictor:isCorsAccessAllowed(java.lang.String);org.jolokia.http.HttpRequestHandler:checkClientIPAccess(java.lang.String,java.lang.String);org.jolokia.backend.BackendManager:isCorsAccessAllowed(java.lang.String);org.jolokia.restrictor.AbstractConstantRestrictor:isCorsAccessAllowed(java.lang.String);org.jolokia.http.HttpRequestHandler:extractCorsOrigin(java.lang.String)"
CVE-2014-9527,org.apache.poi:poi-scratchpad:3.9,"org.apache.poi.hslf.HSLFSlideShow:readPictures();org.apache.poi.hslf.HSLFSlideShow:read(byte[],int)"
CVE-2011-0534,org.apache.tomcat:tomcat-coyote:7.0.5,"org.apache.coyote.http11.InternalNioInputBuffer:parseRequestLine(boolean);org.apache.coyote.http11.InternalNioInputBuffer:parseHeaders();org.apache.coyote.http11.InternalNioInputBuffer:<init>(org.apache.coyote.Request,int);org.apache.coyote.http11.InternalNioInputBuffer:setSocket(org.apache.tomcat.util.net.NioChannel);org.apache.coyote.http11.InternalNioInputBuffer:expand(int);org.apache.coyote.http11.InternalNioInputBuffer:fill(boolean,boolean)"
CVE-2014-8122,org.jboss.weld:weld-core-impl:3.0.0.Alpha2,org.jboss.weld.context.cache.RequestScopedCache:beginRequest();org.jboss.weld.servlet.ConversationContextActivator:deactivateConversationContext(javax.servlet.http.HttpServletRequest);org.jboss.weld.context.cache.RequestScopedCache:endRequest();org.jboss.weld.servlet.HttpContextLifecycle:requestDestroyed(javax.servlet.http.HttpServletRequest)
CVE-2015-5211,org.springframework:spring-websocket:4.1.5.RELEASE,"org.springframework.web.socket.sockjs.support.AbstractSockJsService:handleRequest(org.springframework.http.server.ServerHttpRequest,org.springframework.http.server.ServerHttpResponse,java.lang.String,org.springframework.web.socket.WebSocketHandler);org.springframework.web.socket.sockjs.transport.handler.JsonpPollingTransportHandler:getFrameFormat(org.springframework.http.server.ServerHttpRequest);org.springframework.web.socket.sockjs.transport.handler.AbstractHttpSendingTransportHandler:getCallbackParam(org.springframework.http.server.ServerHttpRequest)"
CVE-2013-6407,org.apache.solr:solr-core:4.0.0,"org.apache.solr.handler.loader.XMLLoader:init(org.apache.solr.common.params.SolrParams);org.apache.solr.handler.loader.XMLLoader:load(org.apache.solr.request.SolrQueryRequest,org.apache.solr.response.SolrQueryResponse,org.apache.solr.common.util.ContentStream,org.apache.solr.update.processor.UpdateRequestProcessor)"
CVE-2018-11758,org.apache.cayenne:cayenne-server:4.2.M3,org.apache.cayenne.util.Util:createXmlReader()
